zip,obese,bmi,pop,sex,age
53103,NA,NA,273,female,18-34
53104,NA,NA,440,female,18-34
53105,79,251,2214,female,18-34
53108,NA,NA,198,female,18-34
53110,92,231,1541,female,18-34
53114,43,105,356,female,18-34
53115,238,661,1593,female,18-34
53118,14,58,510,female,18-34
53119,NA,NA,506,female,18-34
53120,37,109,934,female,18-34
53121,176,558,1876,female,18-34
53122,17,189,331,female,18-34
53125,NA,NA,120,female,18-34
53126,NA,NA,639,female,18-34
53128,50,211,889,female,18-34
53129,63,242,1438,female,18-34
53130,45,177,712,female,18-34
53132,96,427,2770,female,18-34
53137,NA,NA,214,female,18-34
53139,NA,NA,269,female,18-34
53140,NA,NA,4329,female,18-34
53142,NA,NA,3107,female,18-34
53143,NA,NA,2971,female,18-34
53144,NA,NA,3534,female,18-34
53146,25,114,527,female,18-34
53147,108,423,1350,female,18-34
53149,38,178,1517,female,18-34
53150,64,309,1821,female,18-34
53151,161,711,2746,female,18-34
53153,10,35,205,female,18-34
53154,134,413,4041,female,18-34
53156,22,53,317,female,18-34
53158,NA,NA,1440,female,18-34
53167,NA,NA,42,female,18-34
53168,NA,NA,844,female,18-34
53170,NA,NA,260,female,18-34
53172,NA,NA,2561,female,18-34
53177,NA,NA,675,female,18-34
53178,NA,NA,249,female,18-34
53179,NA,NA,690,female,18-34
53181,17,81,581,female,18-34
53182,NA,NA,1062,female,18-34
53183,NA,NA,222,female,18-34
53184,38,157,429,female,18-34
53185,NA,NA,1526,female,18-34
53186,186,617,5304,female,18-34
53188,137,491,3940,female,18-34
53189,88,306,2564,female,18-34
53190,261,832,4605,female,18-34
53191,22,101,196,female,18-34
53192,NA,NA,10,female,18-34
53195,NA,NA,1,female,18-34
53202,177,1338,6836,female,18-34
53203,15,72,334,female,18-34
53204,NA,NA,5665,female,18-34
53205,127,226,1491,female,18-34
53206,313,571,3744,female,18-34
53207,257,841,5257,female,18-34
53208,372,865,4396,female,18-34
53209,573,1096,5823,female,18-34
53210,332,757,3574,female,18-34
53211,224,1181,7663,female,18-34
53212,340,936,5596,female,18-34
53213,222,1331,3886,female,18-34
53214,373,1004,4692,female,18-34
53215,NA,NA,8001,female,18-34
53216,431,844,4233,female,18-34
53217,127,789,2264,female,18-34
53218,598,1123,5430,female,18-34
53219,261,718,3910,female,18-34
53220,176,467,3250,female,18-34
53221,169,509,4601,female,18-34
53222,318,862,2862,female,18-34
53223,376,804,3381,female,18-34
53224,408,883,2932,female,18-34
53225,489,987,3853,female,18-34
53226,226,995,2566,female,18-34
53227,215,625,3070,female,18-34
53228,98,374,1416,female,18-34
53233,NA,NA,5346,female,18-34
53235,50,140,925,female,18-34
53295,NA,NA,9,female,18-34
53402,NA,NA,3288,female,18-34
53403,NA,NA,3000,female,18-34
53404,NA,NA,1924,female,18-34
53405,NA,NA,3022,female,18-34
53406,NA,NA,2211,female,18-34
53501,NA,NA,0,female,18-34
53502,75,213,247,female,18-34
53503,44,91,179,female,18-34
53504,57,159,124,female,18-34
53505,NA,NA,44,female,18-34
53506,22,37,77,female,18-34
53507,49,169,199,female,18-34
53508,118,433,570,female,18-34
53510,NA,NA,200,female,18-34
53511,781,1733,5353,female,18-34
53515,43,129,181,female,18-34
53516,52,130,173,female,18-34
53517,27,125,129,female,18-34
53518,14,40,94,female,18-34
53520,222,599,537,female,18-34
53521,72,278,339,female,18-34
53522,35,87,93,female,18-34
53523,60,235,347,female,18-34
53525,54,147,332,female,18-34
53526,NA,NA,60,female,18-34
53527,155,739,978,female,18-34
53528,115,435,454,female,18-34
53529,33,149,291,female,18-34
53530,59,147,430,female,18-34
53531,90,326,309,female,18-34
53532,327,1113,1499,female,18-34
53533,119,364,677,female,18-34
53534,312,908,1114,female,18-34
53536,253,751,846,female,18-34
53537,15,54,38,female,18-34
53538,277,724,1839,female,18-34
53540,NA,NA,13,female,18-34
53541,20,50,69,female,18-34
53543,14,59,140,female,18-34
53544,21,46,72,female,18-34
53545,728,2131,2616,female,18-34
53546,905,2663,3556,female,18-34
53548,655,1645,1866,female,18-34
53549,104,287,891,female,18-34
53550,42,110,95,female,18-34
53551,70,254,622,female,18-34
53553,NA,NA,72,female,18-34
53554,NA,NA,118,female,18-34
53555,103,382,616,female,18-34
53556,25,62,221,female,18-34
53557,NA,NA,18,female,18-34
53558,201,869,966,female,18-34
53559,146,436,467,female,18-34
53560,57,184,337,female,18-34
53561,11,55,103,female,18-34
53562,470,2139,2783,female,18-34
53563,258,859,989,female,18-34
53565,49,140,333,female,18-34
53566,510,1473,1426,female,18-34
53569,11,42,122,female,18-34
53570,59,216,178,female,18-34
53571,NA,NA,15,female,18-34
53572,181,744,755,female,18-34
53573,29,74,297,female,18-34
53574,84,309,247,female,18-34
53575,303,1201,972,female,18-34
53576,66,175,198,female,18-34
53577,14,37,112,female,18-34
53578,59,209,441,female,18-34
53579,17,48,122,female,18-34
53580,NA,NA,49,female,18-34
53581,69,172,965,female,18-34
53582,25,70,80,female,18-34
53583,56,202,538,female,18-34
53585,32,93,237,female,18-34
53586,24,43,169,female,18-34
53587,29,85,108,female,18-34
53588,29,113,295,female,18-34
53589,483,1582,1840,female,18-34
53590,1041,3441,4500,female,18-34
53593,356,2000,1711,female,18-34
53594,98,254,435,female,18-34
53597,302,1305,1106,female,18-34
53598,83,286,318,female,18-34
53599,NA,NA,9,female,18-34
53702,NA,NA,0,female,18-34
53703,410,3188,11162,female,18-34
53704,1306,4149,6112,female,18-34
53705,330,2073,3443,female,18-34
53706,NA,NA,2961,female,18-34
53711,1085,4123,5594,female,18-34
53713,966,2501,3907,female,18-34
53714,443,1344,2190,female,18-34
53715,120,819,4632,female,18-34
53716,404,1421,1955,female,18-34
53717,261,1148,1810,female,18-34
53718,334,1344,1906,female,18-34
53719,939,3543,5521,female,18-34
53726,33,342,1801,female,18-34
53792,NA,NA,0,female,18-34
53801,NA,NA,86,female,18-34
53802,NA,NA,0,female,18-34
53803,NA,NA,139,female,18-34
53804,21,51,158,female,18-34
53805,119,300,537,female,18-34
53806,NA,NA,127,female,18-34
53807,NA,NA,462,female,18-34
53808,NA,NA,109,female,18-34
53809,47,128,422,female,18-34
53810,NA,NA,32,female,18-34
53811,NA,NA,225,female,18-34
53813,25,95,521,female,18-34
53816,NA,NA,57,female,18-34
53817,NA,NA,23,female,18-34
53818,NA,NA,2746,female,18-34
53820,NA,NA,199,female,18-34
53821,164,450,625,female,18-34
53825,NA,NA,59,female,18-34
53826,25,74,107,female,18-34
53827,NA,NA,28,female,18-34
53901,240,663,1324,female,18-34
53910,47,96,225,female,18-34
53911,38,108,138,female,18-34
53913,410,1123,1969,female,18-34
53916,378,1075,1763,female,18-34
53919,NA,NA,241,female,18-34
53920,NA,NA,21,female,18-34
53922,NA,NA,97,female,18-34
53923,28,77,205,female,18-34
53924,NA,NA,111,female,18-34
53925,175,510,701,female,18-34
53926,NA,NA,172,female,18-34
53928,NA,NA,23,female,18-34
53929,46,109,277,female,18-34
53930,11,35,136,female,18-34
53931,NA,NA,15,female,18-34
53932,56,169,234,female,18-34
53933,30,67,310,female,18-34
53934,38,90,304,female,18-34
53935,NA,NA,34,female,18-34
53936,25,47,93,female,18-34
53937,NA,NA,122,female,18-34
53939,NA,NA,17,female,18-34
53941,20,43,225,female,18-34
53943,NA,NA,116,female,18-34
53944,22,47,210,female,18-34
53946,NA,NA,332,female,18-34
53947,NA,NA,9,female,18-34
53948,85,196,698,female,18-34
53949,37,121,390,female,18-34
53950,47,133,290,female,18-34
53951,35,93,217,female,18-34
53952,34,90,222,female,18-34
53953,NA,NA,49,female,18-34
53954,106,298,562,female,18-34
53955,111,332,478,female,18-34
53956,46,113,273,female,18-34
53959,111,307,1328,female,18-34
53960,61,170,291,female,18-34
53961,NA,NA,84,female,18-34
53963,47,131,1259,female,18-34
53964,40,92,267,female,18-34
53965,152,434,915,female,18-34
53968,27,56,174,female,18-34
53969,NA,NA,23,female,18-34
54001,NA,NA,596,female,18-34
54002,NA,NA,668,female,18-34
54003,NA,NA,61,female,18-34
54004,NA,NA,221,female,18-34
54005,NA,NA,247,female,18-34
54006,NA,NA,38,female,18-34
54007,NA,NA,124,female,18-34
54009,NA,NA,244,female,18-34
54010,NA,NA,0,female,18-34
54011,NA,NA,545,female,18-34
54013,NA,NA,266,female,18-34
54014,NA,NA,118,female,18-34
54015,NA,NA,392,female,18-34
54016,NA,NA,2720,female,18-34
54017,NA,NA,1794,female,18-34
54020,NA,NA,636,female,18-34
54021,NA,NA,497,female,18-34
54022,NA,NA,4693,female,18-34
54023,NA,NA,374,female,18-34
54024,NA,NA,382,female,18-34
54025,NA,NA,823,female,18-34
54026,NA,NA,160,female,18-34
54027,NA,NA,70,female,18-34
54028,NA,NA,226,female,18-34
54082,NA,NA,37,female,18-34
54101,36,117,219,female,18-34
54102,NA,NA,37,female,18-34
54103,NA,NA,18,female,18-34
54104,NA,NA,18,female,18-34
54106,58,184,409,female,18-34
54107,19,77,325,female,18-34
54110,36,124,568,female,18-34
54111,28,61,205,female,18-34
54112,31,82,246,female,18-34
54113,28,131,227,female,18-34
54114,24,89,251,female,18-34
54115,462,1864,5169,female,18-34
54119,NA,NA,273,female,18-34
54120,NA,NA,4,female,18-34
54121,NA,NA,187,female,18-34
54123,NA,NA,31,female,18-34
54124,73,179,323,female,18-34
54125,NA,NA,32,female,18-34
54126,25,95,327,female,18-34
54127,NA,NA,3,female,18-34
54128,NA,NA,144,female,18-34
54129,28,76,233,female,18-34
54130,240,860,2709,female,18-34
54135,NA,NA,327,female,18-34
54136,75,272,711,female,18-34
54137,17,49,45,female,18-34
54138,NA,NA,29,female,18-34
54139,60,168,269,female,18-34
54140,106,342,965,female,18-34
54141,31,113,217,female,18-34
54143,59,165,1434,female,18-34
54149,NA,NA,59,female,18-34
54150,NA,NA,136,female,18-34
54151,NA,NA,243,female,18-34
54153,110,306,574,female,18-34
54154,141,353,574,female,18-34
54155,86,273,564,female,18-34
54156,NA,NA,103,female,18-34
54157,25,71,485,female,18-34
54159,NA,NA,96,female,18-34
54160,NA,NA,32,female,18-34
54161,26,84,214,female,18-34
54162,143,466,794,female,18-34
54165,91,305,677,female,18-34
54166,NA,NA,1462,female,18-34
54169,12,92,171,female,18-34
54170,50,153,310,female,18-34
54171,30,158,281,female,18-34
54173,31,150,283,female,18-34
54174,48,115,230,female,18-34
54175,NA,NA,30,female,18-34
54177,NA,NA,174,female,18-34
54180,19,64,346,female,18-34
54201,29,80,451,female,18-34
54202,NA,NA,67,female,18-34
54204,NA,NA,129,female,18-34
54205,25,83,149,female,18-34
54207,NA,NA,15,female,18-34
54208,54,198,621,female,18-34
54209,NA,NA,92,female,18-34
54210,NA,NA,68,female,18-34
54211,NA,NA,10,female,18-34
54212,NA,NA,38,female,18-34
54213,NA,NA,72,female,18-34
54214,NA,NA,20,female,18-34
54216,63,173,456,female,18-34
54217,94,341,596,female,18-34
54220,NA,NA,3746,female,18-34
54227,NA,NA,135,female,18-34
54228,NA,NA,182,female,18-34
54229,38,184,357,female,18-34
54230,NA,NA,407,female,18-34
54232,NA,NA,48,female,18-34
54234,NA,NA,45,female,18-34
54235,69,176,1373,female,18-34
54241,NA,NA,1164,female,18-34
54245,NA,NA,225,female,18-34
54246,NA,NA,28,female,18-34
54247,NA,NA,165,female,18-34
54301,316,978,2150,female,18-34
54302,480,1232,4713,female,18-34
54303,565,1443,4078,female,18-34
54304,438,1209,3071,female,18-34
54307,NA,NA,0,female,18-34
54311,401,1437,4750,female,18-34
54313,351,1560,2890,female,18-34
54401,864,2607,3605,female,18-34
54403,585,1768,2027,female,18-34
54405,75,181,240,female,18-34
54406,24,82,240,female,18-34
54407,15,42,78,female,18-34
54408,20,61,90,female,18-34
54409,374,979,1074,female,18-34
54410,33,118,194,female,18-34
54411,114,295,527,female,18-34
54412,16,67,136,female,18-34
54413,NA,NA,5,female,18-34
54414,76,210,286,female,18-34
54416,30,55,144,female,18-34
54417,NA,NA,0,female,18-34
54418,26,63,67,female,18-34
54420,17,60,114,female,18-34
54421,69,164,265,female,18-34
54422,12,42,121,female,18-34
54423,19,70,196,female,18-34
54424,39,91,107,female,18-34
54425,42,105,193,female,18-34
54426,103,282,402,female,18-34
54427,21,74,87,female,18-34
54428,13,47,76,female,18-34
54430,NA,NA,8,female,18-34
54433,37,93,140,female,18-34
54435,22,78,175,female,18-34
54436,NA,NA,194,female,18-34
54437,21,66,308,female,18-34
54440,73,198,270,female,18-34
54441,12,50,54,female,18-34
54442,14,35,46,female,18-34
54443,22,77,154,female,18-34
54446,32,83,301,female,18-34
54447,NA,NA,55,female,18-34
54448,68,285,281,female,18-34
54449,411,1308,2661,female,18-34
54450,NA,NA,61,female,18-34
54451,300,820,893,female,18-34
54452,427,1158,1682,female,18-34
54454,17,56,140,female,18-34
54455,400,1246,1543,female,18-34
54456,32,81,467,female,18-34
54457,199,507,668,female,18-34
54458,NA,NA,6,female,18-34
54459,23,63,68,female,18-34
54460,29,69,210,female,18-34
54462,NA,NA,8,female,18-34
54463,NA,NA,49,female,18-34
54465,NA,NA,10,female,18-34
54466,43,122,246,female,18-34
54467,206,623,1701,female,18-34
54469,54,140,122,female,18-34
54470,43,120,178,female,18-34
54471,29,118,153,female,18-34
54473,37,90,199,female,18-34
54474,112,311,417,female,18-34
54475,37,102,127,female,18-34
54476,528,1586,2269,female,18-34
54479,49,171,328,female,18-34
54480,40,94,149,female,18-34
54481,359,1146,6213,female,18-34
54482,80,305,684,female,18-34
54484,83,250,449,female,18-34
54485,NA,NA,26,female,18-34
54486,21,53,207,female,18-34
54487,71,186,635,female,18-34
54488,23,47,107,female,18-34
54489,33,89,134,female,18-34
54490,19,48,70,female,18-34
54491,24,57,78,female,18-34
54493,NA,NA,55,female,18-34
54494,723,2056,2132,female,18-34
54495,293,705,824,female,18-34
54498,33,71,201,female,18-34
54499,70,189,236,female,18-34
54501,271,790,1670,female,18-34
54511,NA,NA,108,female,18-34
54512,NA,NA,18,female,18-34
54513,NA,NA,19,female,18-34
54514,16,56,107,female,18-34
54515,NA,NA,15,female,18-34
54517,NA,NA,3,female,18-34
54519,NA,NA,73,female,18-34
54520,50,105,425,female,18-34
54521,48,144,584,female,18-34
54524,NA,NA,129,female,18-34
54525,NA,NA,30,female,18-34
54526,NA,NA,75,female,18-34
54527,NA,NA,47,female,18-34
54529,NA,NA,86,female,18-34
54530,NA,NA,69,female,18-34
54531,NA,NA,75,female,18-34
54534,55,183,189,female,18-34
54536,NA,NA,18,female,18-34
54537,12,30,33,female,18-34
54538,22,45,277,female,18-34
54539,11,30,65,female,18-34
54540,NA,NA,18,female,18-34
54541,15,38,116,female,18-34
54542,NA,NA,15,female,18-34
54545,NA,NA,23,female,18-34
54546,NA,NA,109,female,18-34
54547,13,41,62,female,18-34
54548,31,119,292,female,18-34
54550,19,51,52,female,18-34
54552,65,184,256,female,18-34
54554,NA,NA,50,female,18-34
54555,100,252,292,female,18-34
54556,33,84,105,female,18-34
54557,NA,NA,30,female,18-34
54558,10,32,98,female,18-34
54559,NA,NA,73,female,18-34
54560,NA,NA,34,female,18-34
54561,NA,NA,0,female,18-34
54562,21,69,86,female,18-34
54563,NA,NA,54,female,18-34
54564,NA,NA,14,female,18-34
54565,NA,NA,5,female,18-34
54566,NA,NA,116,female,18-34
54568,40,126,340,female,18-34
54601,1072,3660,10941,female,18-34
54603,390,1039,1458,female,18-34
54610,NA,NA,118,female,18-34
54611,NA,NA,120,female,18-34
54612,145,452,515,female,18-34
54613,15,40,98,female,18-34
54614,72,205,347,female,18-34
54615,69,170,794,female,18-34
54616,68,148,280,female,18-34
54618,45,120,222,female,18-34
54619,44,133,390,female,18-34
54621,10,53,68,female,18-34
54622,22,62,178,female,18-34
54623,32,116,126,female,18-34
54624,24,61,94,female,18-34
54625,NA,NA,20,female,18-34
54626,26,58,111,female,18-34
54627,37,105,131,female,18-34
54628,13,30,53,female,18-34
54629,21,68,219,female,18-34
54630,91,290,402,female,18-34
54631,22,58,144,female,18-34
54632,17,53,78,female,18-34
54634,61,153,392,female,18-34
54635,14,32,155,female,18-34
54636,291,1077,1194,female,18-34
54637,NA,NA,16,female,18-34
54638,33,67,119,female,18-34
54639,13,40,206,female,18-34
54641,NA,NA,0,female,18-34
54642,34,110,212,female,18-34
54643,NA,NA,1,female,18-34
54644,23,80,111,female,18-34
54645,NA,NA,3,female,18-34
54646,39,102,329,female,18-34
54648,30,82,126,female,18-34
54650,515,1853,2556,female,18-34
54651,22,48,127,female,18-34
54652,NA,NA,84,female,18-34
54653,30,76,119,female,18-34
54654,NA,NA,12,female,18-34
54655,20,48,133,female,18-34
54656,499,1283,1616,female,18-34
54657,NA,NA,39,female,18-34
54658,44,156,196,female,18-34
54659,28,51,144,female,18-34
54660,410,1054,1627,female,18-34
54661,63,231,309,female,18-34
54664,13,39,139,female,18-34
54665,84,273,617,female,18-34
54666,52,145,185,female,18-34
54667,66,211,476,female,18-34
54669,162,547,603,female,18-34
54670,32,57,188,female,18-34
54701,314,930,7334,female,18-34
54703,375,1103,6930,female,18-34
54720,64,206,846,female,18-34
54721,NA,NA,140,female,18-34
54722,60,128,404,female,18-34
54723,NA,NA,134,female,18-34
54724,51,124,800,female,18-34
54725,NA,NA,236,female,18-34
54726,14,44,166,female,18-34
54727,55,161,452,female,18-34
54728,62,164,513,female,18-34
54729,352,1032,2911,female,18-34
54730,16,55,463,female,18-34
54731,NA,NA,40,female,18-34
54732,43,111,276,female,18-34
54733,19,42,118,female,18-34
54734,NA,NA,71,female,18-34
54736,NA,NA,334,female,18-34
54737,NA,NA,46,female,18-34
54738,23,67,264,female,18-34
54739,25,70,526,female,18-34
54740,NA,NA,149,female,18-34
54741,14,41,279,female,18-34
54742,24,93,226,female,18-34
54745,18,54,149,female,18-34
54746,NA,NA,59,female,18-34
54747,95,219,273,female,18-34
54748,13,40,162,female,18-34
54749,NA,NA,101,female,18-34
54750,NA,NA,66,female,18-34
54751,NA,NA,4852,female,18-34
54754,NA,NA,115,female,18-34
54755,41,127,638,female,18-34
54756,NA,NA,46,female,18-34
54757,25,76,292,female,18-34
54758,32,89,335,female,18-34
54759,NA,NA,65,female,18-34
54760,NA,NA,7,female,18-34
54761,NA,NA,110,female,18-34
54762,NA,NA,81,female,18-34
54763,NA,NA,97,female,18-34
54765,NA,NA,8,female,18-34
54766,10,45,132,female,18-34
54767,NA,NA,308,female,18-34
54768,35,101,426,female,18-34
54769,NA,NA,27,female,18-34
54770,22,52,178,female,18-34
54771,21,77,363,female,18-34
54772,NA,NA,106,female,18-34
54773,68,203,276,female,18-34
54801,26,70,557,female,18-34
54805,NA,NA,137,female,18-34
54806,NA,NA,1212,female,18-34
54810,NA,NA,115,female,18-34
54812,51,116,507,female,18-34
54813,NA,NA,42,female,18-34
54814,NA,NA,237,female,18-34
54817,21,53,143,female,18-34
54819,21,63,167,female,18-34
54820,NA,NA,21,female,18-34
54821,NA,NA,57,female,18-34
54822,35,123,417,female,18-34
54824,NA,NA,264,female,18-34
54826,NA,NA,30,female,18-34
54827,NA,NA,8,female,18-34
54828,NA,NA,47,female,18-34
54829,42,115,464,female,18-34
54830,NA,NA,105,female,18-34
54832,NA,NA,33,female,18-34
54835,NA,NA,60,female,18-34
54836,NA,NA,62,female,18-34
54837,NA,NA,281,female,18-34
54838,NA,NA,41,female,18-34
54839,NA,NA,25,female,18-34
54840,NA,NA,364,female,18-34
54841,NA,NA,46,female,18-34
54842,NA,NA,10,female,18-34
54843,41,101,884,female,18-34
54844,NA,NA,10,female,18-34
54845,NA,NA,15,female,18-34
54846,NA,NA,55,female,18-34
54847,NA,NA,119,female,18-34
54848,59,170,451,female,18-34
54849,NA,NA,113,female,18-34
54850,NA,NA,10,female,18-34
54853,NA,NA,343,female,18-34
54854,NA,NA,87,female,18-34
54855,NA,NA,78,female,18-34
54856,NA,NA,134,female,18-34
54857,NA,NA,9,female,18-34
54858,NA,NA,175,female,18-34
54859,NA,NA,59,female,18-34
54861,NA,NA,35,female,18-34
54862,NA,NA,10,female,18-34
54864,NA,NA,126,female,18-34
54865,NA,NA,14,female,18-34
54867,NA,NA,16,female,18-34
54868,192,538,1315,female,18-34
54870,NA,NA,97,female,18-34
54871,20,50,216,female,18-34
54872,NA,NA,206,female,18-34
54873,NA,NA,136,female,18-34
54874,NA,NA,293,female,18-34
54875,NA,NA,99,female,18-34
54876,NA,NA,118,female,18-34
54880,NA,NA,3939,female,18-34
54888,NA,NA,66,female,18-34
54889,NA,NA,282,female,18-34
54891,NA,NA,228,female,18-34
54893,NA,NA,244,female,18-34
54895,NA,NA,52,female,18-34
54896,NA,NA,69,female,18-34
54901,NA,NA,7059,female,18-34
54902,115,319,2652,female,18-34
54904,92,322,1900,female,18-34
54909,18,38,170,female,18-34
54911,361,1021,3794,female,18-34
54913,191,825,2038,female,18-34
54914,434,1332,3772,female,18-34
54915,485,1755,4627,female,18-34
54921,13,37,102,female,18-34
54922,18,50,145,female,18-34
54923,NA,NA,746,female,18-34
54927,NA,NA,14,female,18-34
54928,NA,NA,37,female,18-34
54929,NA,NA,933,female,18-34
54930,NA,NA,124,female,18-34
54931,NA,NA,22,female,18-34
54932,NA,NA,137,female,18-34
54933,NA,NA,22,female,18-34
54934,NA,NA,19,female,18-34
54935,NA,NA,4936,female,18-34
54937,NA,NA,1775,female,18-34
54940,NA,NA,311,female,18-34
54941,NA,NA,150,female,18-34
54942,77,345,679,female,18-34
54943,13,36,153,female,18-34
54944,88,352,700,female,18-34
54945,NA,NA,181,female,18-34
54946,NA,NA,0,female,18-34
54947,22,78,243,female,18-34
54948,NA,NA,13,female,18-34
54949,NA,NA,285,female,18-34
54950,NA,NA,247,female,18-34
54952,369,1122,3075,female,18-34
54956,537,1928,4304,female,18-34
54960,NA,NA,100,female,18-34
54961,NA,NA,1361,female,18-34
54962,NA,NA,88,female,18-34
